userID, age, breed, sex, color
837,1,페르시안-페르시안 친칠라,F,검정
838,6,치와와,M,검정
839,5,웰시 코기 카디건,M,갈색
840,5,핏불테리어,F,갈색
841,3,그레이트 피레니즈,M,흰색
842,1,포메라니안,M,갈색
843,5,터키시 앙고라,F,흰색
844,3,혼합,M,흰색
845,1,진도견,F,회색
846,3,오리,M,흰색
847,4,발리네즈,M,검정
848,5,스코티시 폴드,M,회색
849,4,퍼그,M,갈색
850,4,잭 러셀 테리어,F,노랑
851,5,캉갈,M,흰색
852,3,프렌치 불독,F,노랑
853,2,발리네즈,F,흰색
854,6,흑염소,F,검정
855,4,보더 콜리,F,회색
856,3,샴,M,갈색
857,1,브리타니 스파니엘,F,검정
858,5,거북이,M,검정
859,5,슈나우저-진도개 믹스,F,노랑
860,5,보스턴 테리어,M,회색
861,5,기니피그,F,검정
862,2,한국 고양이,M,검정
863,3,시바,M,검정
864,5,바센지,F,노랑
865,2,풍산견,F,회색
866,6,앵무새,F,회색
867,5,잭 러셀 테리어,F,노랑
868,3,차우차우,F,갈색
869,3,염소,F,노랑
870,4,그레이트 피레니즈,F,흰색
871,1,페르시안-페르시안 친칠라,M,노랑
872,3,염소,F,갈색
873,4,비숑 프리제,F,흰색
874,6,슈나우저-진도개 믹스,F,흰색
875,5,프렌치 불독,M,흰색
876,3,도사,M,검정
877,4,시츄,F,흰색
878,2,코카 스파니엘,F,노랑
879,5,한국 고양이,F,흰색
880,3,라이카,F,흰색
881,1,베들링턴 테리어,M,노랑
882,4,샴,F,검정
883,1,혼합,F,노랑
884,2,노르웨이 숲,F,회색
885,1,러시안 블루,M,회색
886,1,골든 리트리버,M,노랑
887,2,라이카,M,검정
888,6,그레이 하운드,F,회색
889,3,핏불테리어,M,흰색
890,2,말티푸,F,검정
891,5,먼치킨,M,검정
892,1,노르웨이 숲,M,검정
893,6,아메리칸 쇼트헤어,M,검정
894,4,보더 콜리,F,검정
895,2,바센지,F,검정
896,6,페르시안-페르시안 친칠라,F,회색
897,1,시츄,F,회색
898,4,시츄,F,검정
899,4,고슴도치,M,노랑
900,2,터키시 앙고라,M,흰색
901,4,먼치킨,F,노랑
902,6,페르시안,F,검정
903,3,레그돌,F,회색
904,3,러시안 블루,F,회색
905,3,도사,F,흰색
906,2,사모예드,M,회색
907,6,잭 러셀 테리어,M,흰색
908,5,오골계,M,갈색
909,3,백한,M,흰색
910,1,비글,F,검정
911,2,발바리,F,흰색
912,5,햄스터,F,검정
913,1,퍼그,M,갈색
914,6,비숑 프리제,F,흰색
915,2,말티푸,M,검정
916,2,잉글리쉬 세터,F,노랑
917,5,화이트리트리버,M,노랑
918,6,보어염소,M,회색
919,5,그레이트 피레니즈,M,검정
920,1,한국 고양이,F,노랑
921,4,스핑크스,F,검정
922,2,도사,F,노랑
923,4,셰퍼드,F,흰색
924,4,골든 리트리버,F,노랑
925,4,슈나우저-진도개 믹스,F,노랑
926,3,이탈리안 그레이 하운드,F,노랑
927,4,말티즈,M,흰색
928,1,아메리칸 쇼트헤어,F,노랑
929,2,캉갈,M,노랑
930,1,그레이트 피레니즈,M,갈색
931,2,시츄,F,회색
932,4,시바,F,노랑
933,2,도베르만,F,검정
934,5,슈나우저-진도개 믹스,M,노랑
935,4,스탠다드 푸들,M,회색
936,5,그레이 하운드,M,회색
937,1,노르웨이 숲,F,회색
938,3,오리,F,흰색
939,4,리트리버 믹스,M,검정
940,5,도사,F,검정
941,1,바센지,F,갈색
942,1,시츄,M,갈색
943,4,비숑 프리제,F,흰색
944,1,햄스터,M,갈색
945,3,도베르만,M,검정
946,3,슈나우져,M,갈색
947,6,스피츠,M,흰색
948,6,말티푸,M,노랑
949,5,보어염소,M,회색
950,3,브리티시 쇼트헤어,M,검정
951,5,핏불테리어,M,회색
952,6,골든 리트리버,F,노랑
953,2,진도견,M,회색
954,1,미텔 스피츠,M,갈색
955,2,혼합,F,갈색
956,6,그레이트 피레니즈,M,회색
957,5,레그돌,F,검정
958,3,닥스훈트,M,회색
959,6,레오파드 게코,M,노랑
960,2,레그돌,M,회색
961,1,브리타니 스파니엘,M,갈색
962,2,오골계,M,회색
963,5,스피츠,F,흰색
964,4,러시안 블루,M,회색
965,3,베들링턴 테리어,M,갈색
966,1,이탈리안 그레이 하운드,F,검정
967,6,샴,M,회색
968,2,웰시 코기 카디건,F,흰색
969,2,폼피츠,F,갈색
970,3,슈나우져,F,검정
971,1,스코티시 폴드,F,갈색
972,1,캉갈,M,갈색
973,5,차우차우,M,검정
974,4,레오파드 게코,M,노랑
975,6,이탈리안 그레이 하운드,M,노랑
976,6,비숑 프리제,M,흰색
977,1,차우차우,F,회색
978,4,터키시 앙고라,M,노랑
979,1,요크셔테리어 믹스,M,흰색
980,2,잉글리쉬 세터,M,검정
981,1,저먼 포인터,F,검정
982,6,고슴도치,M,노랑
983,1,터키시 앙고라,F,노랑
984,4,차우차우,M,회색
985,6,거북이,F,검정
986,4,스피츠,M,흰색
987,5,보어염소,M,갈색
988,1,캉갈,F,갈색
989,2,품종묘믹스,M,회색
990,4,믹스,F,검정
991,3,믹스견,F,검정
992,3,요크셔테리어 믹스,M,흰색
993,1,슈나우저-진도개 믹스,F,갈색
994,5,거북이,F,검정
995,5,골든 리트리버,F,노랑
996,1,고슴도치,M,노랑
997,1,레오파드 게코,F,갈색
998,2,발리네즈,M,회색
999,6, 요크셔 테리어,M,회색
